"";"ID";"Exact.age";"Age..BNC1994.groups.";"Age.range";"Gender";"Nationality";"Place.of.birth";"Country.of.birth";"First.language";"Linguistic.origin";"Accent.dialect.as.reported";"City.town.living";"Country.living";"Duration.living..years.";"Dialect.at.Level.1";"Dialect.at.Level.2";"Dialect.at.Level.3";"Dialect.at.Level.4";"Highest.qualification";"Occupation..title";"Class..Social.grade";"Class..NS.SEC";"L2..if.bilingual.";"Foreign.languages.spoken";"Part.of.core.set.of.speakers";"No..Utterance.units.linked.to.this.Speaker.ID";"total";"age_numeric";"include";"age_bins"
"430";"S0440";58;"45-59";"50-59";"Female";"British";"Norwich, Norfolk";"UK";"English";"England";"Norfork";"Thrapston (Northants)";"England";"26";"uk";"england";"south";"eastern_engl";"Secondary";"Examinations Manager in Secondary School";"C1";"3";"";"";"In core set";2,978;33087;58;TRUE;"50-59"
"431";"S0441";24;"15-24";"19-29";"Female";"British";"UK";"UK";"English";"England";"Cambridgeshire - Southern";"Cambridge";"England";"6 months";"uk";"england";"south";"unspecified";"Postgrad";"Mental Health Nurse";"B";"2";"";"";"In core set";6,515;52726;24;TRUE;"20-29"
"432";"S0442";35;"35-44";"30-39";"Female";"British";"Paignton";"England";"English";"England";"South West";"Paignton";"England";"6 years";"uk";"england";"south";"southwest";"Graduate";"EFL Senior teacher";"C1";"3";"";"Italian -- level unspecified; Spanish -- level unspecified; French -- level unspecified";"In core set";183;1226;35;TRUE;"30-39"
"433";"S0443";63;"60+";"60-69";"Female";"British";"Cardiff";"Wales";"English";"Great Britain (UK)";"Classic BBC English";"Totnes";"England";"38 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Consultancy and training (freelance)";"B";"2";"";"French -- A-level standard";"Not in core set";1,084;11062;63;TRUE;"60-69"
"434";"S0444";25;"25-34";"19-29";"Female";"British";"";"UK";"English";"UK";"Northern";"Oxford, UK";"England";"2 years, 10 months";"uk";"england";"north";"unspecified";"Graduate";"Pearson marketing executive";"B";"2";"";"";"In core set";2,336;31229;25;TRUE;"20-29"
"435";"S0445";22;"15-24";"19-29";"Female";"British";"London";"England";"English";"Great Britain (UK)";"London";"Newcastle";"England";"1 year";"uk";"england";"south";"london";"Graduate";"Student";"E";"* (uncategorised)";"";"";"In core set";1,197;6971;22;TRUE;"20-29"
"436";"S0446";61;"60+";"60-69";"Male";"Scottish";"Glasgow";"Scotland";"English";"Scotland";"Scottish accent";"London";"England";"20 years +";"uk";"scotland";"scotland";"scotland";"Graduate";"Artist";"B";"2";"";"French -- level unspecified";"In core set";555;4019;61;TRUE;"60-69"
"437";"S0447";23;"15-24";"19-29";"Male";"British";"Bridgetown";"Barbados";"English";"England";"South East";"Milton Keynes";"England";"10 years";"uk";"england";"south";"southeast";"Sixth-form";"Professional golfer";"B";"2";"";"";"Not in core set";437;3365;23;TRUE;"20-29"
"438";"S0448";20;"15-24";"19-29";"Female";"British";"High Wycombe";"England";"English";"England";"South East England/ Standard English";"High Wycombe";"England";"20 years";"uk";"england";"south";"southeast";"Graduate";"Currently seeking graduate job";"E";"8";"";"";"Not in core set";516;7241;20;TRUE;"20-29"
"439";"S0449";44;"35-44";"40-49";"Female";"British";"Northampton";"England";"English";"England";"South East England";"High Wycombe";"England";"Since birth";"uk";"england";"south";"southeast";"Graduate";"Team Leader";"E";"* (uncategorised)";"";"French -- level unspecified; Spanish -- level unspecified";"Not in core set";99;1622;44;TRUE;"40-49"
"440";"S0450";24;"15-24";"19-29";"Female";"British/Indian";"England";"England";"English";"England";"Midlands";"Leicester";"England";"24 years";"uk";"england";"midlands";"unspecified";"Graduate";"Graduate Placement";"E";"* (uncategorised)";"";"";"In core set";1,98;22617;24;TRUE;"20-29"
"441";"S0451";22;"15-24";"19-29";"Female";"British";"UK";"UK";"English";"UK";"Midlands/Cambridge";"Cambridge";"UK";"22";"uk";"england";"unspecified";"unspecified";"Graduate";"Marketing - Health Industry Bupa";"B";"2";"";"";"Not in core set";1,564;12435;22;TRUE;"20-29"
"442";"S0452";54;"45-59";"50-59";"Male";"British";"Southend";"UK";"English";"UK";"English";"Holsworthy";"UK";"7 years";"uk";"england";"unspecified";"unspecified";"Postgrad";"Retired - management";"E";"8";"";"";"Not in core set";1,274;6592;54;TRUE;"50-59"
"443";"S0453";33;"25-34";"30-39";"Male";"British";"London";"UK";"English";"UK";"London";"Abu Dhabi";"UAE";"1.5 years";"uk";"england";"south";"london";"Graduate";"Lawyer";"A";"01:02";"";"";"In core set";2,072;19928;33;TRUE;"30-39"
"444";"S0454";36;"35-44";"30-39";"Female";"British";"UK";"UK";"English";"UK";"British - Southern";"Exeter";"UK";"5 years";"uk";"england";"south";"unspecified";"Graduate";"Teacher";"B";"2";"";"Spanish -- level unspecified; Japanese -- level unspecified";"In core set";14,886;136946;36;TRUE;"30-39"
"445";"S0455";53;"45-59";"50-59";"Female";"British";"Wellington";"";"English";"UK";"Devon";"Holsworthy";"UK";"7 years";"uk";"england";"south";"southwest";"Graduate";"`Teacher";"B";"2";"";"";"In core set";2,978;27321;53;TRUE;"50-59"
"446";"S0456";44;"35-44";"40-49";"Male";"British/ German";"Salzkotten";"Germany";"German";"English";"Scouse";"Liverpool";"UK";"18 years";"uk";"england";"north";"liverpool";"Postgrad";"Lecturer (English Language and Literature)";"A";"01:02";"";"";"In core set";2,37;27150;44;TRUE;"40-49"
"447";"S0457";46;"45-59";"40-49";"Female";"British";"Liverpool";"UK";"English";"UK";"Scouse";"Merseyside, Liverpool";"UK";"46 years";"uk";"england";"north";"liverpool";"Secondary";"House Keeper and SA in School";"C2";"5";"";"";"In core set";428;3988;46;TRUE;"40-49"
"448";"S0458";21;"15-24";"19-29";"Female";"British";"United Kingdom";"UK";"English";"UK";"English - Scouser";"Liverpool";"UK";"21 years 1 month 3 days";"uk";"england";"north";"liverpool";"Secondary";"Receptionist/ Administrator Assistant";"D";"6";"";"";"In core set";394;3914;21;TRUE;"20-29"
"449";"S0459";15;"15-24";"Nov 18";"Male";"British";"Liverpool";"UK";"English";"UK";"None indicated";"M/side";"UK";"Since born (15 years)";"unspecified";"unspecified";"unspecified";"unspecified";"Secondary";"Student";"E";"* (uncategorised)";"";"";"Not in core set";29;155;15;TRUE;"10-19"
"450";"S0460";85;"60+";"80-89";"Male";"English";"Liverpool";"UK";"English";"UK";"Scouse";"Liverpool";"UK";"85";"uk";"england";"north";"liverpool";"Sixth-form";"Retired";"E";"8";"";"";"In core set";245;5329;85;TRUE;"70+"
"451";"S0463";47;"45-59";"40-49";"Male";"British";"Liverpool";"UK";"English";"UK";"Scouse";"Liverpool";"UK";"All my life";"uk";"england";"north";"liverpool";"Secondary";"Taxi Cab driver";"C1";"4";"";"";"In core set";405;5104;47;TRUE;"40-49"
"452";"S0464";40;"35-44";"40-49";"Female";"British";"Liverpool";"UK";"English";"UK";"Scouse";"Liverpool";"UK";"40";"uk";"england";"north";"liverpool";"Graduate";"Nurse Practitioner";"B";"2";"";"";"In core set";532;3892;40;TRUE;"40-49"
"453";"S0465";41;"35-44";"40-49";"Male";"British - Iraqi Kurd";"Iraqu Kurdistan";"Kurdistan";"Kurdish - Sorani";"Iraq and UK";"Kurdish - Sorani, Liverpudlian";"Liverpool";"UK";"16 years";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"NRPSI, Interpreter and Translator";"B";"2";"Arabic";"Farsi -- level unspecified; Kurdish -- level unspecified; Badini -- level unspecified";"Not in core set";557;4608;41;TRUE;"40-49"
"454";"S0466";27;"25-34";"19-29";"Male";"British";"Crowborough, E. Sussex";"UK";"English";"UK";"Southern";"Edinburgh";"UK";"3 years";"uk";"england";"south";"unspecified";"Postgrad";"Engineer";"C2";"5";"";"Spanish -- level unspecified";"In core set";1,845;13373;27;TRUE;"20-29"
"455";"S0467";25;"25-34";"19-29";"Male";"British";"Cambridge";"UK";"English";"UK";"Estuary/East of England";"Cambridge";"UK";"Whole life";"uk";"england";"south";"unspecified";"Graduate";"Digital Marketing Manager";"A";"01:02";"";"";"In core set";225;1783;25;TRUE;"20-29"
"456";"S0468";25;"25-34";"19-29";"Male";"British";"Cambridge";"UK";"English";"UK";"Estuary/East of England";"Cambridge";"UK";"Whole life";"uk";"england";"south";"unspecified";"Graduate";"Projects assistant";"B";"2";"";"";"In core set";219;1926;25;TRUE;"20-29"
"457";"S0469";26;"25-34";"19-29";"Female";"Swedish/Chilean";"Sweden";"Sweden";"English";"UK";"American/British";"Cambridge";"UK";"1 year";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"Temporary Publishing Assistant";"B";"2";"Spanish, Swedish";"";"Not in core set";143;983;26;TRUE;"20-29"
"458";"S0470";53;"45-59";"50-59";"Male";"British";"London";"UK";"English";"UK";"Slight Yorkshire accent";"Cambridge";"UK";"23 years";"uk";"england";"north";"yorkshire";"Graduate";"Marketing Executive";"B";"2";"";"";"Not in core set";349;3296;53;TRUE;"50-59"
"459";"S0471";28;"25-34";"19-29";"Female";"Canadian";"Montreal";"UK";"English";"UK";"Canadian";"Cambridge";"UK";"18 months";"non_uk";"non_uk";"non_uk";"non_uk";"Postgrad";"Production Assistant";"D";"7";"";"";"Not in core set";137;848;28;TRUE;"20-29"
"460";"S0472";24;"15-24";"19-29";"Female";"British";"Leeds, Yorkshire";"UK";"English";"UK";"Norther English";"Cambridge";"UK";"6 years";"uk";"england";"north";"unspecified";"Postgrad";"Publishing";"B";"2";"";"Spanish -- A2";"Not in core set";380;4328;24;TRUE;"20-29"
"461";"S0473";52;"45-59";"50-59";"Male";"British";"Kampala, Uganda";"UK";"English";"UK";"RP ish";"Cambridge";"UK";"20 years";"uk";"england";"unspecified";"unspecified";"Postgrad";"Director of Research";"A";"01:02";"";"";"Not in core set";167;1410;52;TRUE;"50-59"
"462";"S0474";28;"25-34";"19-29";"Female";"British";"Wirral";"UK";"English";"UK";"Merseyside";"Wirral, Bebington";"UK";"28 years";"uk";"england";"north";"liverpool";"Postgrad";"phD student";"A";"01:02";"";"";"In core set";217;1901;28;TRUE;"20-29"
"463";"S0475";73;"60+";"70-79";"Female";"British";"Glasgow";"UK";"English";"Scotland";"None indicated";"Cambridge";"UK";"34 years";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Retired primary school teacher";"E";"8";"";"French -- School level";"Not in core set";5,922;46227;73;TRUE;"70+"
"464";"S0476";86;"60+";"80-89";"Male";"British";"Bristol";"UK";"English";"UK";"Standard English";"Cambridge";"UK";"34 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Retired publisher and Author";"E";"8";"";"French -- some; Hausa -- once fluent, now gone";"Not in core set";1,743;12536;86;TRUE;"70+"
"465";"S0477";19;"15-24";"19-29";"Female";"Irish";"Cork, Ireland";"Ireland";"English";"UK";"Cork, Ireland";"Cambridge";"UK";"19 years";"non_uk";"r_ireland";"r_ireland";"r_ireland";"Secondary";"College Student";"E";"* (uncategorised)";"";"";"Not in core set";79;420;19;TRUE;"10-19"
"466";"S0478";57;"45-59";"50-59";"Female";"British";"Folkestone";"UK";"English";"UK";"Southern";"Cambridge";"UK";"3 years";"uk";"england";"south";"unspecified";"Postgrad";"Retired - teacher";"E";"8";"";"French -- Fluent; German -- A-level; Spanish -- A-level";"Not in core set";707;5888;57;TRUE;"50-59"
"467";"S0479";17;"15-24";"Nov 18";"Female";"British";"Leeds, Yorkshire";"UK";"English";"UK";"slight Leeds accent";"Leeds, Yorkshire";"UK";"17 years";"uk";"england";"north";"yorkshire";"Sixth-form";"N/A";"E";"* (uncategorised)";"";"French -- A level";"Not in core set";136;1243;17;TRUE;"10-19"
"468";"S0480";NA;"60+";"60-69";"Male";"British";"Leeds, Yorkshire";"UK";"English";"UK";"West Yorksire";"Thirsk";"UK";"3 years, local area for longer";"uk";"england";"north";"yorkshire";"Graduate";"Semi-Retired Manager";"A";"01:02";"";"";"Not in core set";1,255;11382;64;TRUE;"60-69"
"469";"S0481";60;"60+";"60-69";"Male";"British";"Birmingham";"UK";"English";"England";"Brommie";"Thrapston";"UK";"30 years";"uk";"england";"midlands";"w_midlands";"Postgrad";"Business Manager Agriculture";"C1";"4";"";"";"In core set";1,839;20051;60;TRUE;"60-69"
"470";"S0482";37;"35-44";"30-39";"Male";"English";"Guildford";"England";"English";"England";"Southern";"Cambridge";"UK";"10 years";"uk";"england";"south";"unspecified";"Postgrad";"Post Doc Researcher, Health Pyschologist";"A";"01:02";"";"Spanish -- Rudimentary; French -- almost  conversational";"In core set";1,54;17116;37;TRUE;"30-39"
"471";"S0483";37;"35-44";"30-39";"Female";"English";"Bromsgrove";"England";"English";"England";"Northern";"Cambridge";"UK";"10 years";"uk";"england";"north";"unspecified";"Postgrad";"Assessment Manager (Education)";"A";"01:02";"";"French -- Rudimentary; German -- Rudimentary; Spanish -- Rudimentary";"In core set";1,481;15901;37;TRUE;"30-39"
"472";"S0485";71;"60+";"70-79";"Male";"English";"Oswestry, Shropshire";"England";"English";"England";"None indicated";"Kew";"UK";"37 years";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"University Lecturer";"A";"01:02";"";"Welsh -- level unspecified; Turkish -- level unspecified; Arabic -- level unspecified; Zulu -- level unspecified";"Not in core set";580;10178;71;TRUE;"70+"
"473";"S0486";65;"60+";"60-69";"Female";"English";"Well, Somerset";"England";"English";"England/Wales";"I may have a slight Somerset accent";"Taunton";"UK";"40 years on and off";"uk";"england";"south";"southwest";"Graduate";"retired artist and antique dealer/gallery owner";"E";"8";"";"";"In core set";3,773;36836;65;TRUE;"60-69"
"474";"S0487";20;"15-24";"19-29";"Female";"English";"UK";"England";"English";"UK";"London";"London";"UK";"20 years";"uk";"england";"south";"london";"Unknown";"Undergraduate";"E";"* (uncategorised)";"";"Hindi -- level unspecified";"In core set";339;5507;20;TRUE;"20-29"
"475";"S0488";24;"15-24";"19-29";"Female";"English";"UK";"England";"English";"UK";"London";"London";"UK";"24";"uk";"england";"south";"london";"Sixth-form";"";"Unknown";"Unknown";"";"Hindi -- level unspecified";"In core set";335;5444;24;TRUE;"20-29"
"476";"S0489";58;"45-59";"50-59";"Male";"British";"Bristol";"UK";"English";"UK";"West Country";"Taunton";"UK";"52 years";"uk";"england";"south";"southwest";"Graduate";"";"Unknown";"Unknown";"";"French -- level unspecified";"In core set";639;7204;58;TRUE;"50-59"
"477";"S0491";69;"60+";"60-69";"Female";"British";"Sydney";"Australia";"English";"England";"R.P";"Taunton";"UK";"10 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Retired speech and Langauge Therapist";"E";"8";"";"French -- to A-level, no recent use";"Not in core set";228;3474;69;TRUE;"60-69"
"478";"S0492";33;"25-34";"30-39";"Female";"British";"Cape Town";"South Africa";"English";"British";"Neutral English";"Valencia";"Spain";"5 years";"uk";"england";"unspecified";"unspecified";"Postgrad";"Teacher";"B";"2";"";"Spanish -- level unspecified";"Not in core set";5,148;39808;33;TRUE;"30-39"
"479";"S0493";31;"25-34";"30-39";"Male";"Welsh";"Cardiff, Wales";"Wales";"English";"Wales";"South Wales";"Valencia";"Spain";"5 years";"uk";"wales";"wales";"wales";"Graduate";"Teacher";"B";"2";"";"Spanish -- level unspecified";"In core set";7,939;69465;31;TRUE;"30-39"
"480";"S0494";61;"60+";"60-69";"Male";"British";"Whiston, Merseyside";"England";"English";"England";"East Midlands";"Grantham";"UK";"30 years";"uk";"england";"midlands";"e_midlands";"Secondary";"Quality Manager";"B";"2";"";"";"In core set";1,223;7420;61;TRUE;"60-69"
"481";"S0495";56;"45-59";"50-59";"Female";"British";"Grantham";"England";"English";"England";"East Midlands";"Grantham";"UK";"30 years";"uk";"england";"midlands";"e_midlands";"Secondary";"Telecomms Coordinator";"B";"2";"";"";"Not in core set";434;2035;56;TRUE;"50-59"
"482";"S0496";30;"25-34";"30-39";"Female";"British";"Grantham";"England";"English";"England";"East Midlands";"Grantham";"UK";"10 years";"uk";"england";"midlands";"e_midlands";"Sixth-form";"Nurse";"B";"2";"";"";"In core set";1,397;7629;30;TRUE;"30-39"
"483";"S0497";30;"25-34";"30-39";"Male";"British";"Grantham";"England";"English";"England";"East Midlands";"Grantham";"UK";"10 years";"uk";"england";"midlands";"e_midlands";"Sixth-form";"Barber";"D";"7";"";"";"In core set";2,191;13572;30;TRUE;"30-39"
"484";"S0498";24;"15-24";"19-29";"Female";"British";"Nottingham";"England";"English";"England";"East Midlands and East Anglia";"Potton";"UK";"8 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Lettings Officer";"C1";"3";"";"French -- GCSE; Spanish -- GCSE";"Not in core set";192;1948;24;TRUE;"20-29"
"485";"S0499";52;"45-59";"50-59";"Female";"British";"Nottingham";"England";"English";"England";"East Midlands";"Potton";"UK";"8 years";"uk";"england";"midlands";"e_midlands";"Secondary";"Senior Staff Nurse";"B";"2";"";"";"Not in core set";168;1254;52;TRUE;"50-59"
"486";"S0500";19;"15-24";"19-29";"Female";"British";"Lincoln";"England";"English";"England";"East Midlands and East Anglia";"Potton";"UK";"8 years";"uk";"england";"unspecified";"unspecified";"Sixth-form";"SPA therapist";"B";"2";"";"";"Not in core set";275;2601;19;TRUE;"10-19"
"487";"S0501";59;"45-59";"50-59";"Male";"British";"Reading";"England";"English";"England";"London";"Potton";"UK";"8 years";"uk";"england";"south";"london";"Secondary";"Security Officer";"D";"6";"";"";"Not in core set";25;159;59;TRUE;"50-59"
"488";"S0502";23;"15-24";"19-29";"Female";"British";"Lincoln";"England";"English";"England";"East Midlands/ East Anglia";"St Neots";"UK";"4 months";"uk";"england";"unspecified";"unspecified";"Graduate";"Sales Assistant";"D";"6";"";"";"Not in core set";207;2026;23;TRUE;"20-29"
"489";"S0503";22;"15-24";"19-29";"Female";"British";"Lincoln";"England";"English";"England";"East Midlands/ East Anglia";"Potton";"UK";"8 years";"uk";"england";"unspecified";"unspecified";"Sixth-form";"Maternity Leave";"E";"8";"";"Spanish -- GCSE";"Not in core set";350;4986;22;TRUE;"20-29"
"490";"S0504";58;"45-59";"50-59";"Male";"British";"Sheffield, Yorkshire";"England";"English";"England";"East Midlands/ Southern";"Cambridge";"UK";"3 years";"uk";"england";"unspecified";"unspecified";"Postgrad";"IT manager, College Fellow";"A";"01:02";"";"";"In core set";201;1331;58;TRUE;"50-59"
"491";"S0505";79;"60+";"70-79";"Female";"British";"Bexhill";"England";"English";"England";"Southern";"Perth";"Australia";"12 years";"uk";"england";"south";"unspecified";"Postgrad";"Retired from medical Research";"E";"8";"";"French -- some";"Not in core set";537;5242;79;TRUE;"70+"
"492";"S0506";90;"60+";"90-99";"Male";"British";"Littlestone, Kent";"England";"English";"England";"Southern English";"Harrogate";"UK";"35 years";"uk";"england";"south";"unspecified";"Secondary";"Civil Servant (Retired)";"E";"8";"";"";"Not in core set";350;1731;90;TRUE;"70+"
